id,item,item.type,statement,statement.rt,agreement,strength,argument,argument.rt,word.count,gender,age
R_UmOq8OhzZEobBkd,I6x,critical,1,5.255,agree,fully,2,11.022,218,2,47
R_UmOq8OhzZEobBkd,I7x,critical,2,5.519,agree,somewhat,1,5.049,221,2,47
R_UmOq8OhzZEobBkd,I8x,critical,1,4.872,agree,fully,3,12.499,191,2,47
R_UmOq8OhzZEobBkd,I9x,critical,1,3.448,agree,fully,3,5.313,175,2,47
R_UmOq8OhzZEobBkd,I10x,critical,1,7.16,agree,fully,3,2.294,181,2,47
R_UmOq8OhzZEobBkd,I11x,critical,2,4.728,agree,somewhat,1,3.457,153,2,47
R_UmOq8OhzZEobBkd,I12x,critical,2,4.238,agree,somewhat,3,2.1,237,2,47
R_UmOq8OhzZEobBkd,I13x,critical,2,2.879,agree,somewhat,3,0.82,218,2,47
R_UmOq8OhzZEobBkd,I14x,critical,3,4.968,disagree,somewhat,3,3.464,199,2,47
R_UmOq8OhzZEobBkd,I15x,critical,3,5.072,disagree,somewhat,3,3.457,256,2,47
R_UmOq8OhzZEobBkd,I16x,critical,2,8.351,agree,somewhat,1,7.32,235,2,47
R_UmOq8OhzZEobBkd,I17x,critical,1,4.513,agree,fully,3,10.596,212,2,47
R_UmOq8OhzZEobBkd,I18x,critical,1,8.505,agree,fully,1,6.539,201,2,47
R_UmOq8OhzZEobBkd,F1x,filler,2,5.187,filler,filler,1,2.908,217,2,47
R_UmOq8OhzZEobBkd,F2x,filler,1,7.316,filler,filler,1,1.447,220,2,47
R_UmOq8OhzZEobBkd,F3x,filler,1,3.874,filler,filler,1,12.975,191,2,47
R_UmOq8OhzZEobBkd,F4x,filler,3,6.147,filler,filler,3,8.558,278,2,47
R_UmOq8OhzZEobBkd,F5x,filler,3,5.322,filler,filler,3,3.909,215,2,47
R_UmOq8OhzZEobBkd,F6x,filler,2,4.537,filler,filler,3,1.168,298,2,47
R_UmOq8OhzZEobBkd,F7x,filler,3,7.783,filler,filler,3,3.037,298,2,47
R_UmOq8OhzZEobBkd,F8x,filler,2,7.332,filler,filler,1,5.295,233,2,47
R_UmOq8OhzZEobBkd,F9x,filler,4,6.654,filler,filler,3,4.116,265,2,47
R_UmOq8OhzZEobBkd,F10x,filler,4,6.349,filler,filler,1,8.961,193,2,47
R_UmOq8OhzZEobBkd,F11x,filler,2,7.316,filler,filler,3,4.711,209,2,47
R_UmOq8OhzZEobBkd,F12x,filler,2,8.816,filler,filler,3,3.096,221,2,47
R_UmOq8OhzZEobBkd,F13x,filler,1,4.473,filler,filler,3,5.795,210,2,47
R_UmOq8OhzZEobBkd,F14x,filler,2,8.965,filler,filler,2,2.332,312,2,47
R_UmOq8OhzZEobBkd,F15x,filler,2,5.423,filler,filler,1,7.408,255,2,47
R_UmOq8OhzZEobBkd,F16x,filler,2,7.794,filler,filler,1,1.63,319,2,47
R_UmOq8OhzZEobBkd,F17x,filler,2,9.897,filler,filler,2,9.534,321,2,47
R_UmOq8OhzZEobBkd,F18x,filler,3,5.127,filler,filler,3,2.502,235,2,47
R_UmOq8OhzZEobBkd,F19x,filler,3,3.485,filler,filler,3,7.331,208,2,47
R_UmOq8OhzZEobBkd,F20x,filler,3,6.722,filler,filler,2,0.853,297,2,47
R_UmOq8OhzZEobBkd,F21x,filler,2,6.674,filler,filler,1,1.493,311,2,47
R_UmOq8OhzZEobBkd,F22x,filler,3,5.493,filler,filler,3,17.758,304,2,47
R_UmOq8OhzZEobBkd,F23x,filler,1,3.946,filler,filler,2,11.517,259,2,47
R_UmOq8OhzZEobBkd,F24x,filler,3,5.994,filler,filler,3,2.177,237,2,47
R_XtPJR439yczch7r,I1x,critical,2,1.614,agree,somewhat,3,2.7,286,2,47
R_XtPJR439yczch7r,I2x,critical,3,2.389,disagree,somewhat,3,2.363,194,2,47
R_XtPJR439yczch7r,I3x,critical,2,2.628,agree,somewhat,3,5,206,2,47
R_XtPJR439yczch7r,I4x,critical,4,3.189,disagree,fully,3,3.517,184,2,47
R_XtPJR439yczch7r,I5x,critical,1,1.781,agree,fully,3,1.749,193,2,47
R_XtPJR439yczch7r,I6x,critical,3,2.02,disagree,somewhat,3,1.666,191,2,47
R_XtPJR439yczch7r,I7x,critical,1,1.929,agree,fully,3,2.042,221,2,47
R_XtPJR439yczch7r,I8x,critical,1,1.906,agree,fully,1,1.266,191,2,47
R_XtPJR439yczch7r,I9x,critical,1,1.963,agree,fully,3,2.138,175,2,47
R_XtPJR439yczch7r,I10x,critical,1,2.365,agree,fully,3,3.771,181,2,47
R_XtPJR439yczch7r,I11x,critical,4,4.599,disagree,fully,3,2.136,180,2,47
R_XtPJR439yczch7r,I12x,critical,2,2.668,agree,somewhat,3,2.222,237,2,47
R_XtPJR439yczch7r,I13x,critical,1,2.931,agree,fully,2,12.846,218,2,47
R_XtPJR439yczch7r,I14x,critical,1,1.859,agree,fully,3,1.226,184,2,47
R_XtPJR439yczch7r,I15x,critical,1,3.243,agree,fully,3,11.599,216,2,47
R_XtPJR439yczch7r,I16x,critical,1,2.221,agree,fully,3,1.435,235,2,47
R_XtPJR439yczch7r,I17x,critical,1,1.643,agree,fully,3,1.701,212,2,47
R_XtPJR439yczch7r,I18x,critical,2,2.989,agree,somewhat,3,4.313,201,2,47
R_XtPJR439yczch7r,F1x,filler,4,2.27,filler,filler,3,1.673,211,2,47
R_XtPJR439yczch7r,F2x,filler,4,2.249,filler,filler,3,2.395,300,2,47
R_XtPJR439yczch7r,F3x,filler,3,2.117,filler,filler,3,1.504,209,2,47
R_XtPJR439yczch7r,F4x,filler,1,2.598,filler,filler,2,1.342,304,2,47
R_XtPJR439yczch7r,F5x,filler,1,2.459,filler,filler,3,4.126,296,2,47
R_XtPJR439yczch7r,F6x,filler,4,2.299,filler,filler,3,3.888,256,2,47
R_XtPJR439yczch7r,F7x,filler,2,3.163,filler,filler,2,3.338,263,2,47
R_XtPJR439yczch7r,F8x,filler,3,2.62,filler,filler,3,3.281,301,2,47
R_XtPJR439yczch7r,F9x,filler,4,1.974,filler,filler,3,2.015,265,2,47
R_XtPJR439yczch7r,F10x,filler,2,2.734,filler,filler,2,7.473,246,2,47
R_XtPJR439yczch7r,F11x,filler,1,5.676,filler,filler,3,3.45,209,2,47
R_XtPJR439yczch7r,F12x,filler,2,3.623,filler,filler,2,3.509,221,2,47
R_XtPJR439yczch7r,F13x,filler,2,2.861,filler,filler,3,2.044,210,2,47
R_XtPJR439yczch7r,F14x,filler,2,4.676,filler,filler,3,3.183,312,2,47
R_XtPJR439yczch7r,F15x,filler,3,1.75,filler,filler,3,2.468,240,2,47
R_XtPJR439yczch7r,F16x,filler,2,2.626,filler,filler,2,5.149,319,2,47
R_XtPJR439yczch7r,F17x,filler,3,3.672,filler,filler,3,1.691,321,2,47
R_XtPJR439yczch7r,F18x,filler,1,1.673,filler,filler,3,2.123,220,2,47
R_XtPJR439yczch7r,F19x,filler,4,2.363,filler,filler,1,6.563,208,2,47
R_XtPJR439yczch7r,F20x,filler,1,3.894,filler,filler,3,1.671,286,2,47
R_XtPJR439yczch7r,F21x,filler,2,6.689,filler,filler,2,1.063,311,2,47
R_XtPJR439yczch7r,F22x,filler,1,3,filler,filler,3,1.584,325,2,47
R_XtPJR439yczch7r,F23x,filler,1,2.093,filler,filler,3,1.656,259,2,47
R_XtPJR439yczch7r,F24x,filler,2,4.063,filler,filler,2,2.1,339,2,47
R_qVjfWDq2zCIaozn,I1x,critical,3,2.106,disagree,somewhat,2,2.625,232,2,26
R_qVjfWDq2zCIaozn,I2x,critical,1,3.702,agree,fully,1,4.723,176,2,26
R_qVjfWDq2zCIaozn,I3x,critical,2,1.954,agree,somewhat,3,1.74,206,2,26
R_qVjfWDq2zCIaozn,I4x,critical,4,2.205,disagree,fully,1,4.903,184,2,26
R_qVjfWDq2zCIaozn,I5x,critical,3,1.671,disagree,somewhat,2,3.387,192,2,26
R_qVjfWDq2zCIaozn,I6x,critical,4,1.968,disagree,fully,3,3.001,191,2,26
R_qVjfWDq2zCIaozn,I7x,critical,3,3.059,disagree,somewhat,1,1.875,233,2,26
R_qVjfWDq2zCIaozn,I8x,critical,1,2.158,agree,fully,3,2.843,191,2,26
R_qVjfWDq2zCIaozn,I9x,critical,2,2.887,agree,somewhat,1,1.295,175,2,26
R_qVjfWDq2zCIaozn,I10x,critical,1,1.94,agree,fully,1,2.252,181,2,26
R_qVjfWDq2zCIaozn,I11x,critical,4,2.852,disagree,fully,3,1.844,180,2,26
R_qVjfWDq2zCIaozn,I12x,critical,2,3.08,agree,somewhat,3,2.927,237,2,26
R_qVjfWDq2zCIaozn,I13x,critical,2,8.16,agree,somewhat,1,7.374,218,2,26
R_qVjfWDq2zCIaozn,I14x,critical,1,1.835,agree,fully,1,1.414,184,2,26
R_qVjfWDq2zCIaozn,I15x,critical,1,2.226,agree,fully,1,1.415,216,2,26
R_qVjfWDq2zCIaozn,I16x,critical,1,2.915,agree,fully,1,2.095,235,2,26
R_qVjfWDq2zCIaozn,I17x,critical,1,1.245,agree,fully,3,2.722,212,2,26
R_qVjfWDq2zCIaozn,I18x,critical,1,2.841,agree,fully,1,4.439,201,2,26
R_qVjfWDq2zCIaozn,F1x,filler,3,9.363,filler,filler,3,0.787,211,2,26
R_qVjfWDq2zCIaozn,F2x,filler,3,2.265,filler,filler,3,6.118,300,2,26
R_qVjfWDq2zCIaozn,F3x,filler,3,1.716,filler,filler,1,3.013,209,2,26
R_qVjfWDq2zCIaozn,F4x,filler,3,2.124,filler,filler,1,5.232,278,2,26
R_qVjfWDq2zCIaozn,F5x,filler,1,2.873,filler,filler,1,1.382,296,2,26
R_qVjfWDq2zCIaozn,F6x,filler,3,1.737,filler,filler,2,1.317,256,2,26
R_qVjfWDq2zCIaozn,F7x,filler,4,2.671,filler,filler,1,2.736,298,2,26
R_qVjfWDq2zCIaozn,F8x,filler,2,2.299,filler,filler,2,3.089,233,2,26
R_qVjfWDq2zCIaozn,F9x,filler,3,1.974,filler,filler,3,2.221,265,2,26
R_qVjfWDq2zCIaozn,F10x,filler,2,2.601,filler,filler,3,1.788,246,2,26
R_qVjfWDq2zCIaozn,F11x,filler,4,3.217,filler,filler,3,3.159,190,2,26
R_qVjfWDq2zCIaozn,F12x,filler,1,3.049,filler,filler,3,0.561,221,2,26
R_qVjfWDq2zCIaozn,F13x,filler,2,2.957,filler,filler,2,4.564,210,2,26
R_qVjfWDq2zCIaozn,F14x,filler,2,3.267,filler,filler,2,2.288,312,2,26
R_qVjfWDq2zCIaozn,F15x,filler,4,25.132,filler,filler,3,4.209,240,2,26
R_qVjfWDq2zCIaozn,F16x,filler,1,4.254,filler,filler,1,0.768,319,2,26
R_qVjfWDq2zCIaozn,F17x,filler,4,3.314,filler,filler,3,1.859,321,2,26
R_qVjfWDq2zCIaozn,F18x,filler,4,2.802,filler,filler,1,6.618,235,2,26
R_qVjfWDq2zCIaozn,F19x,filler,2,1.563,filler,filler,3,2.164,208,2,26
R_qVjfWDq2zCIaozn,F20x,filler,2,2.62,filler,filler,1,4.779,286,2,26
R_qVjfWDq2zCIaozn,F21x,filler,4,3.992,filler,filler,3,2.272,260,2,26
R_qVjfWDq2zCIaozn,F22x,filler,4,2.138,filler,filler,2,6.056,304,2,26
R_qVjfWDq2zCIaozn,F23x,filler,1,2,filler,filler,2,5.038,259,2,26
R_qVjfWDq2zCIaozn,F24x,filler,2,3.783,filler,filler,3,1.078,339,2,26
R_SIzsMU4D9nog1Pz,I1x,critical,1,2.048,agree,fully,3,4.258,286,2,46
R_SIzsMU4D9nog1Pz,I2x,critical,3,3.294,disagree,somewhat,2,22.291,194,2,46
R_SIzsMU4D9nog1Pz,I3x,critical,3,3.489,disagree,somewhat,2,23.297,239,2,46
R_SIzsMU4D9nog1Pz,I4x,critical,3,2.936,disagree,somewhat,3,2.732,184,2,46
R_SIzsMU4D9nog1Pz,I5x,critical,2,2.746,agree,somewhat,3,1.984,193,2,46
R_SIzsMU4D9nog1Pz,I6x,critical,1,2.601,agree,fully,2,3.001,218,2,46
R_SIzsMU4D9nog1Pz,I7x,critical,4,2.845,disagree,fully,2,4.304,233,2,46
R_SIzsMU4D9nog1Pz,I8x,critical,3,3.354,disagree,somewhat,3,4.828,245,2,46
R_SIzsMU4D9nog1Pz,I9x,critical,2,2.609,agree,somewhat,3,3.917,175,2,46
R_SIzsMU4D9nog1Pz,I10x,critical,2,2.91,agree,somewhat,1,4.004,181,2,46
R_SIzsMU4D9nog1Pz,I11x,critical,2,2.416,agree,somewhat,3,3.804,153,2,46
R_SIzsMU4D9nog1Pz,I12x,critical,2,4.227,agree,somewhat,3,3.774,237,2,46
R_SIzsMU4D9nog1Pz,I13x,critical,2,3.957,agree,somewhat,3,7.322,218,2,46
R_SIzsMU4D9nog1Pz,I14x,critical,2,3.201,agree,somewhat,3,4.036,184,2,46
R_SIzsMU4D9nog1Pz,I15x,critical,2,8.246,agree,somewhat,2,10.39,216,2,46
R_SIzsMU4D9nog1Pz,I16x,critical,2,3.966,agree,somewhat,3,2.614,235,2,46
R_SIzsMU4D9nog1Pz,I17x,critical,1,2.759,agree,fully,2,8.259,212,2,46
R_SIzsMU4D9nog1Pz,I18x,critical,2,3.741,agree,somewhat,2,3.097,201,2,46
R_SIzsMU4D9nog1Pz,F1x,filler,4,3.538,filler,filler,3,5.344,211,2,46
R_SIzsMU4D9nog1Pz,F2x,filler,3,4.406,filler,filler,3,9.515,300,2,46
R_SIzsMU4D9nog1Pz,F3x,filler,1,2.07,filler,filler,1,7.983,191,2,46
R_SIzsMU4D9nog1Pz,F4x,filler,2,4.017,filler,filler,2,8.86,304,2,46
R_SIzsMU4D9nog1Pz,F5x,filler,1,3.576,filler,filler,3,3.957,296,2,46
R_SIzsMU4D9nog1Pz,F6x,filler,2,4.871,filler,filler,3,13.133,298,2,46
R_SIzsMU4D9nog1Pz,F7x,filler,3,3.327,filler,filler,2,14.791,298,2,46
R_SIzsMU4D9nog1Pz,F8x,filler,3,3.086,filler,filler,3,3.29,301,2,46
R_SIzsMU4D9nog1Pz,F9x,filler,2,4.702,filler,filler,3,3.835,232,2,46
R_SIzsMU4D9nog1Pz,F10x,filler,2,2.851,filler,filler,2,3.057,246,2,46
R_SIzsMU4D9nog1Pz,F11x,filler,1,3.686,filler,filler,3,5.715,209,2,46
R_SIzsMU4D9nog1Pz,F12x,filler,3,2.642,filler,filler,0,2,242,2,46
R_SIzsMU4D9nog1Pz,F13x,filler,2,2.745,filler,filler,3,2.085,210,2,46
R_SIzsMU4D9nog1Pz,F14x,filler,2,7.77,filler,filler,1,7.14,312,2,46
R_SIzsMU4D9nog1Pz,F15x,filler,3,3.59,filler,filler,3,7.714,240,2,46
R_SIzsMU4D9nog1Pz,F16x,filler,3,4.958,filler,filler,3,2.681,295,2,46
R_SIzsMU4D9nog1Pz,F17x,filler,1,2.867,filler,filler,1,3.066,321,2,46
R_SIzsMU4D9nog1Pz,F18x,filler,3,16.627,filler,filler,1,3.051,235,2,46
R_SIzsMU4D9nog1Pz,F19x,filler,3,3.703,filler,filler,1,4.655,208,2,46
R_SIzsMU4D9nog1Pz,F20x,filler,2,6.182,filler,filler,1,7.188,286,2,46
R_SIzsMU4D9nog1Pz,F21x,filler,2,9.114,filler,filler,3,6.389,311,2,46
R_SIzsMU4D9nog1Pz,F22x,filler,3,3.104,filler,filler,3,1.928,304,2,46
R_SIzsMU4D9nog1Pz,F23x,filler,2,2.98,filler,filler,3,3.135,259,2,46
R_SIzsMU4D9nog1Pz,F24x,filler,3,3.475,filler,filler,1,2.805,237,2,46
R_ZCRK0Y5UAKU6hvb,I1x,critical,4,2.466,disagree,fully,2,4.136,232,2,32
R_ZCRK0Y5UAKU6hvb,I2x,critical,3,2.304,disagree,somewhat,3,2.22,194,2,32
R_ZCRK0Y5UAKU6hvb,I3x,critical,3,3.583,disagree,somewhat,2,3.744,239,2,32
R_ZCRK0Y5UAKU6hvb,I4x,critical,4,2.408,disagree,fully,2,5.079,184,2,32
R_ZCRK0Y5UAKU6hvb,I5x,critical,3,2.329,disagree,somewhat,2,4.161,192,2,32
R_ZCRK0Y5UAKU6hvb,I6x,critical,3,3.119,disagree,somewhat,3,3.342,191,2,32
R_ZCRK0Y5UAKU6hvb,I7x,critical,1,2.565,agree,fully,2,2.896,221,2,32
R_ZCRK0Y5UAKU6hvb,I8x,critical,1,2.913,agree,fully,3,2.855,191,2,32
R_ZCRK0Y5UAKU6hvb,I9x,critical,2,2.143,agree,somewhat,2,1.8,175,2,32
R_ZCRK0Y5UAKU6hvb,I10x,critical,3,2.912,disagree,somewhat,2,4.099,211,2,32
R_ZCRK0Y5UAKU6hvb,I11x,critical,1,2.828,agree,fully,2,3.103,153,2,32
R_ZCRK0Y5UAKU6hvb,I12x,critical,2,4.125,agree,somewhat,2,2.648,237,2,32
R_ZCRK0Y5UAKU6hvb,I13x,critical,1,5.243,agree,fully,2,7.532,218,2,32
R_ZCRK0Y5UAKU6hvb,I14x,critical,1,3.656,agree,fully,2,3.253,184,2,32
R_ZCRK0Y5UAKU6hvb,I15x,critical,2,2.589,agree,somewhat,3,1.923,216,2,32
R_ZCRK0Y5UAKU6hvb,I16x,critical,2,2.504,agree,somewhat,3,3.439,235,2,32
R_ZCRK0Y5UAKU6hvb,I17x,critical,1,5.246,agree,fully,2,5.484,212,2,32
R_ZCRK0Y5UAKU6hvb,I18x,critical,1,2.907,agree,fully,3,0,201,2,32
R_ZCRK0Y5UAKU6hvb,F1x,filler,2,4.318,filler,filler,3,6.645,217,2,32
R_ZCRK0Y5UAKU6hvb,F2x,filler,3,2.114,filler,filler,1,5.359,300,2,32
R_ZCRK0Y5UAKU6hvb,F3x,filler,3,4.29,filler,filler,1,5.89,209,2,32
R_ZCRK0Y5UAKU6hvb,F4x,filler,2,4.377,filler,filler,3,6.781,304,2,32
R_ZCRK0Y5UAKU6hvb,F5x,filler,1,2.728,filler,filler,3,2.646,296,2,32
R_ZCRK0Y5UAKU6hvb,F6x,filler,4,5.385,filler,filler,3,9.829,256,2,32
R_ZCRK0Y5UAKU6hvb,F7x,filler,4,3.13,filler,filler,1,9.156,298,2,32
R_ZCRK0Y5UAKU6hvb,F8x,filler,2,4.302,filler,filler,2,3.996,233,2,32
R_ZCRK0Y5UAKU6hvb,F9x,filler,4,2.18,filler,filler,3,2.369,265,2,32
R_ZCRK0Y5UAKU6hvb,F10x,filler,3,1.947,filler,filler,1,6.619,193,2,32
R_ZCRK0Y5UAKU6hvb,F11x,filler,3,2.685,filler,filler,1,2.214,190,2,32
R_ZCRK0Y5UAKU6hvb,F12x,filler,2,4.571,filler,filler,3,2.69,221,2,32
R_ZCRK0Y5UAKU6hvb,F13x,filler,3,3.632,filler,filler,1,8.802,264,2,32
R_ZCRK0Y5UAKU6hvb,F14x,filler,3,4.275,filler,filler,3,4.028,321,2,32
R_ZCRK0Y5UAKU6hvb,F15x,filler,4,2.111,filler,filler,3,6.28,240,2,32
R_ZCRK0Y5UAKU6hvb,F16x,filler,3,5.03,filler,filler,2,6.959,295,2,32
R_ZCRK0Y5UAKU6hvb,F17x,filler,3,3.633,filler,filler,3,9.693,321,2,32
R_ZCRK0Y5UAKU6hvb,F18x,filler,2,2.528,filler,filler,1,4.503,220,2,32
R_ZCRK0Y5UAKU6hvb,F19x,filler,3,2.593,filler,filler,3,2.848,208,2,32
R_ZCRK0Y5UAKU6hvb,F20x,filler,1,3.366,filler,filler,3,3.928,286,2,32
R_ZCRK0Y5UAKU6hvb,F21x,filler,2,6.095,filler,filler,1,3.401,311,2,32
R_ZCRK0Y5UAKU6hvb,F22x,filler,2,3.134,filler,filler,2,4.778,325,2,32
R_ZCRK0Y5UAKU6hvb,F23x,filler,3,3.181,filler,filler,2,4.075,274,2,32
R_ZCRK0Y5UAKU6hvb,F24x,filler,2,3.437,filler,filler,2,8.825,339,2,32
R_23ZwrjUmwUM3xof,I1x,critical,3,2.312,disagree,somewhat,3,4.373,232,2,39
R_23ZwrjUmwUM3xof,I2x,critical,3,2.012,disagree,somewhat,3,1.649,194,2,39
R_23ZwrjUmwUM3xof,I3x,critical,3,3.117,disagree,somewhat,1,2.915,239,2,39
R_23ZwrjUmwUM3xof,I4x,critical,3,2.514,disagree,somewhat,1,8.859,184,2,39
R_23ZwrjUmwUM3xof,I5x,critical,3,2.392,disagree,somewhat,2,4.842,192,2,39
R_23ZwrjUmwUM3xof,I6x,critical,1,103.253,agree,fully,2,4.199,218,2,39
R_23ZwrjUmwUM3xof,I7x,critical,2,2.203,agree,somewhat,2,1.53,221,2,39
R_23ZwrjUmwUM3xof,I8x,critical,1,1.956,agree,fully,1,2.126,191,2,39
R_23ZwrjUmwUM3xof,I9x,critical,1,1.647,agree,fully,3,3.594,175,2,39
R_23ZwrjUmwUM3xof,I10x,critical,3,3.224,disagree,somewhat,2,7.175,211,2,39
R_23ZwrjUmwUM3xof,I11x,critical,3,2.594,disagree,somewhat,3,1.744,180,2,39
R_23ZwrjUmwUM3xof,I12x,critical,2,3.783,agree,somewhat,2,1.444,237,2,39
R_23ZwrjUmwUM3xof,I13x,critical,3,11.471,disagree,somewhat,1,5.884,278,2,39
R_23ZwrjUmwUM3xof,I14x,critical,1,3.051,agree,fully,1,4.054,184,2,39
R_23ZwrjUmwUM3xof,I15x,critical,2,2.296,agree,somewhat,1,2.592,216,2,39
R_23ZwrjUmwUM3xof,I16x,critical,2,2.055,agree,somewhat,1,1.949,235,2,39
R_23ZwrjUmwUM3xof,I17x,critical,3,2.106,disagree,somewhat,3,2.008,198,2,39
R_23ZwrjUmwUM3xof,I18x,critical,1,3.997,agree,fully,3,16.907,201,2,39
R_23ZwrjUmwUM3xof,F1x,filler,2,3.429,filler,filler,2,57.701,217,2,39
R_23ZwrjUmwUM3xof,F2x,filler,3,2.465,filler,filler,3,3.549,300,2,39
R_23ZwrjUmwUM3xof,F3x,filler,3,2.017,filler,filler,1,1.433,209,2,39
R_23ZwrjUmwUM3xof,F4x,filler,2,2.949,filler,filler,1,9.695,304,2,39
R_23ZwrjUmwUM3xof,F5x,filler,2,3.391,filler,filler,3,1.187,296,2,39
R_23ZwrjUmwUM3xof,F6x,filler,2,1.691,filler,filler,2,1.337,298,2,39
R_23ZwrjUmwUM3xof,F7x,filler,3,2.673,filler,filler,3,1.461,298,2,39
R_23ZwrjUmwUM3xof,F8x,filler,2,6.384,filler,filler,1,19.261,233,2,39
R_23ZwrjUmwUM3xof,F9x,filler,3,2.203,filler,filler,3,1.291,265,2,39
R_23ZwrjUmwUM3xof,F10x,filler,3,5.402,filler,filler,1,11.043,193,2,39
R_23ZwrjUmwUM3xof,F11x,filler,2,21.381,filler,filler,3,1.266,209,2,39
R_23ZwrjUmwUM3xof,F12x,filler,2,3.489,filler,filler,2,1.574,221,2,39
R_23ZwrjUmwUM3xof,F13x,filler,1,2.942,filler,filler,2,1.844,210,2,39
R_23ZwrjUmwUM3xof,F14x,filler,2,5.871,filler,filler,2,2.05,312,2,39
R_23ZwrjUmwUM3xof,F15x,filler,3,9.381,filler,filler,1,4.346,240,2,39
R_23ZwrjUmwUM3xof,F16x,filler,4,4.16,filler,filler,3,3.419,295,2,39
R_23ZwrjUmwUM3xof,F17x,filler,1,3.408,filler,filler,1,2.132,321,2,39
R_23ZwrjUmwUM3xof,F18x,filler,2,2.332,filler,filler,1,1.136,220,2,39
R_23ZwrjUmwUM3xof,F19x,filler,3,13.481,filler,filler,1,3.265,208,2,39
R_23ZwrjUmwUM3xof,F20x,filler,2,2.343,filler,filler,2,1.781,286,2,39
R_23ZwrjUmwUM3xof,F21x,filler,3,7.64,filler,filler,3,1.907,260,2,39
R_23ZwrjUmwUM3xof,F22x,filler,2,2.912,filler,filler,1,7.438,325,2,39
R_23ZwrjUmwUM3xof,F23x,filler,3,2.804,filler,filler,1,26.724,274,2,39
R_23ZwrjUmwUM3xof,F24x,filler,2,4.91,filler,filler,2,1.391,339,2,39
R_1CfMlGULuQMIPkJ,I1x,critical,2,3.325,agree,somewhat,2,4.351,286,2,38
R_1CfMlGULuQMIPkJ,I2x,critical,3,5.167,disagree,somewhat,3,4.385,194,2,38
R_1CfMlGULuQMIPkJ,I3x,critical,4,2.468,disagree,fully,2,5.315,239,2,38
R_1CfMlGULuQMIPkJ,I4x,critical,4,2.475,disagree,fully,3,4.857,184,2,38
R_1CfMlGULuQMIPkJ,I5x,critical,1,1.559,agree,fully,3,2.451,193,2,38
R_1CfMlGULuQMIPkJ,I6x,critical,2,6.252,agree,somewhat,2,10.979,218,2,38
R_1CfMlGULuQMIPkJ,I7x,critical,1,4.42,agree,fully,3,18.981,221,2,38
R_1CfMlGULuQMIPkJ,I8x,critical,1,4.48,agree,fully,3,1.734,191,2,38
R_1CfMlGULuQMIPkJ,I9x,critical,1,2.117,agree,fully,3,5.323,175,2,38
R_1CfMlGULuQMIPkJ,I10x,critical,4,5.936,disagree,fully,2,16.993,211,2,38
R_1CfMlGULuQMIPkJ,I11x,critical,3,5.675,disagree,somewhat,3,4.107,180,2,38
R_1CfMlGULuQMIPkJ,I12x,critical,1,4.633,agree,fully,3,5.362,237,2,38
R_1CfMlGULuQMIPkJ,I13x,critical,2,3.722,agree,somewhat,3,9.877,218,2,38
R_1CfMlGULuQMIPkJ,I14x,critical,2,2.65,agree,somewhat,3,3.269,184,2,38
R_1CfMlGULuQMIPkJ,I15x,critical,1,2.953,agree,fully,3,4.904,216,2,38
R_1CfMlGULuQMIPkJ,I16x,critical,3,2.907,disagree,somewhat,2,5.825,199,2,38
R_1CfMlGULuQMIPkJ,I17x,critical,1,1.73,agree,fully,2,11.313,212,2,38
R_1CfMlGULuQMIPkJ,I18x,critical,1,2.018,agree,fully,2,8.424,201,2,38
R_1CfMlGULuQMIPkJ,F1x,filler,2,5.878,filler,filler,1,5.07,217,2,38
R_1CfMlGULuQMIPkJ,F2x,filler,3,1.937,filler,filler,1,9.56,300,2,38
R_1CfMlGULuQMIPkJ,F3x,filler,3,2.252,filler,filler,3,2.421,209,2,38
R_1CfMlGULuQMIPkJ,F4x,filler,1,4.05,filler,filler,3,3.423,304,2,38
R_1CfMlGULuQMIPkJ,F5x,filler,1,2.005,filler,filler,3,5.642,296,2,38
R_1CfMlGULuQMIPkJ,F6x,filler,1,7.335,filler,filler,3,5.346,298,2,38
R_1CfMlGULuQMIPkJ,F7x,filler,4,2.904,filler,filler,2,7.243,298,2,38
R_1CfMlGULuQMIPkJ,F8x,filler,3,11.177,filler,filler,3,18.852,301,2,38
R_1CfMlGULuQMIPkJ,F9x,filler,3,2.818,filler,filler,3,2.725,265,2,38
R_1CfMlGULuQMIPkJ,F10x,filler,2,5.149,filler,filler,3,6.666,246,2,38
R_1CfMlGULuQMIPkJ,F11x,filler,3,5.866,filler,filler,3,5.444,190,2,38
R_1CfMlGULuQMIPkJ,F12x,filler,1,3.254,filler,filler,3,5.055,221,2,38
R_1CfMlGULuQMIPkJ,F13x,filler,1,5.335,filler,filler,2,3.78,210,2,38
R_1CfMlGULuQMIPkJ,F14x,filler,2,7.193,filler,filler,1,8.735,312,2,38
R_1CfMlGULuQMIPkJ,F15x,filler,4,4.049,filler,filler,3,5.242,240,2,38
R_1CfMlGULuQMIPkJ,F16x,filler,1,6.006,filler,filler,3,5.879,319,2,38
R_1CfMlGULuQMIPkJ,F17x,filler,1,6.489,filler,filler,2,8.301,321,2,38
R_1CfMlGULuQMIPkJ,F18x,filler,2,4.412,filler,filler,3,5.239,220,2,38
R_1CfMlGULuQMIPkJ,F19x,filler,3,5.147,filler,filler,1,6.211,208,2,38
R_1CfMlGULuQMIPkJ,F20x,filler,1,4.304,filler,filler,3,4.718,286,2,38
